StateAbbreviation,GeographyName,Geography,Agency,BMPShortName,BMP,BMPType,Unit,Sector,FromLoadSource,ToLoadSource,AmountSubmitted,AmountBackedOut,AmountNotBackedOut,AmountCredited,Excess,TotalAmountCredited,Cost
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,0.017433253,0,0.017433253,0.017433253,0,0.017433253,114.2289508
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,0.057695546,0,0.057695546,0.057695546,0,0.057695546,378.0419883
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,0.027882031,0,0.027882031,0.027882031,0,0.027882031,182.6931019
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,0.150695381,0,0.150695381,0.150695381,0,0.150695381,987.4103835
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,0.009680591,0,0.009680591,0.009680591,0,0.009680591,63.43071453
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,0.040468004,0,0.040468004,0.040468004,0,0.040468004,265.160933
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,0.151123679,0,0.151123679,0.151123679,0,0.151123679,990.2167463
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Roads,Non-Regulated Roads,0.580467649,0,0.580467649,0.580467649,0,0.580467649,13444.23443
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Buildings and Other,Non-Regulated Buildings and Other,3.198170052,0,3.198170052,3.198170052,0,3.198170052,74072.94451
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Impervious,Non-Regulated Tree Canopy over Impervious,0.090532031,0,0.090532031,0.090532031,0,0.090532031,2096.815986
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Turf Grass,Non-Regulated Tree Canopy over Turf Grass,0.450975234,0,0.450975234,0.450975234,0,0.450975234,10445.05543
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Turf Grass,Non-Regulated Turf Grass,1.46795586,0,1.46795586,1.46795586,0,1.46795586,33999.38438
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Roads,MS4 Roads,0.098971324,0,0.098971324,0.098971324,0,0.098971324,2292.278787
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Buildings and Other,MS4 Buildings and Other,0.202972435,0,0.202972435,0.202972435,0,0.202972435,4701.052684
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,0.006402851,0,0.006402851,0.006402851,0,0.006402851,148.2966978
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,0.029295842,0,0.029295842,0.029295842,0,0.029295842,678.52216
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,0.096954911,0,0.096954911,0.096954911,0,0.096954911,2245.576561
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,0.04685457,0,0.04685457,0.04685457,0,0.04685457,1085.200568
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,0.253237178,0,0.253237178,0.253237178,0,0.253237178,5865.236404
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,0.016267821,0,0.016267821,0.016267821,0,0.016267821,376.7796523
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,0.068004763,0,0.068004763,0.068004763,0,0.068004763,1575.061044
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,0.253956938,0,0.253956938,0.253956938,0,0.253956938,5881.90679
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,bioretudcd,"Bioretention/raingardens - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Roads,Non-Regulated Roads,0.000770979,0,0.000770979,0.000770979,0,0.000770979,4.758103262
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,bioretudcd,"Bioretention/raingardens - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Buildings and Other,Non-Regulated Buildings and Other,0.004247819,0,0.004247819,0.004247819,0,0.004247819,26.21545551
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,bioretudcd,"Bioretention/raingardens - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Impervious,Non-Regulated Tree Canopy over Impervious,0.000120245,0,0.000120245,0.000120245,0,0.000120245,0.742092661
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,bioretudcd,"Bioretention/raingardens - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Roads,MS4 Roads,0.000131454,0,0.000131454,0.000131454,0,0.000131454,0.811269626
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,bioretudcd,"Bioretention/raingardens - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Buildings and Other,MS4 Buildings and Other,0.000269589,0,0.000269589,0.000269589,0,0.000269589,1.663768557
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,bioretudcd,"Bioretention/raingardens - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,8.50429E-06,0,8.50429E-06,8.50429E-06,0,8.50429E-06,0.052484285
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,bioretudcd,"Bioretention/raingardens - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,6.22324E-05,0,6.22324E-05,6.22324E-05,0,6.22324E-05,0.384067719
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,bioretudcd,"Bioretention/raingardens - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,0.00033635,0,0.00033635,0.00033635,0,0.00033635,2.075789686
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Department of Defense,bioretudcd,"Bioretention/raingardens - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,2.1607E-05,0,2.1607E-05,2.1607E-05,0,2.1607E-05,0.13334761
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,urbstrmrest,Urban Stream Restoration,Pound Reduction,Feet,Natural,Stream Bed and Bank,Stream Bed and Bank,11199.99976,0,11199.99976,11199.99976,0,11199.99976,1179807.974
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,Non-Regulated Roads,Non-Regulated Roads,0.001241864,0,0.001241864,0.000838033,0.000403831,0.000838033,1.102935207
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,Non-Regulated Buildings and Other,Non-Regulated Buildings and Other,0.202839597,0,0.202839597,0.13687998,0.065959617,0.13687998,180.1477412
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Impervious,Non-Regulated Tree Canopy over Impervious,0.007871471,0,0.007871471,0.005311817,0.002559654,0.005311817,6.990882339
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Turf Grass,Non-Regulated Tree Canopy over Turf Grass,0.013565383,0,0.013565383,0.009157428,0.004407955,0.009157428,12.05209087
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,Non-Regulated Turf Grass,Non-Regulated Turf Grass,0.063360102,0,0.063360102,0.042771784,0.020588319,0.042771784,56.29194447
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,MS4 Roads,MS4 Roads,0.015141954,0,0.015141954,0.010218075,0.004923879,0.010218075,13.44800829
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,MS4 Buildings and Other,MS4 Buildings and Other,0.009200006,0,0.009200006,0.006208337,0.002991669,0.006208337,8.170792345
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,0.000698548,0,0.000698548,0.000471394,0.000227155,0.000471394,0.620401088
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,0.002152085,0,0.002152085,0.001452784,0.000699302,0.001452784,1.912008634
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,0.007570813,0,0.007570813,0.005110742,0.002460071,0.005110742,6.726247145
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,1.712088734,0,1.712088734,1.155349677,0.556739057,1.155349677,1520.55571
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,7.527243365,0,7.527243365,5.079525717,2.447717648,5.079525717,6685.163796
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,0.758576042,0,0.758576042,0.51190138,0.246674663,0.51190138,673.713406
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,2.755736415,0,2.755736415,1.860283623,0.895452792,1.860283623,2448.319277
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,wetpondwetland,Wet Ponds and Wetlands,Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,3.234926537,0,3.234926537,2.183764749,1.051161787,2.183764749,2874.052786
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,Non-Regulated Roads,Non-Regulated Roads,0.001813924,0,0.001813924,0.00122407,0.000589854,0.00122407,1.046579827
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,Non-Regulated Buildings and Other,Non-Regulated Buildings and Other,0.296276964,0,0.296276964,0.199933272,0.096343692,0.199933272,170.9429474
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Impervious,Non-Regulated Tree Canopy over Impervious,0.011497436,0,0.011497436,0.007758687,0.003738749,0.007758687,6.63367735
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Turf Grass,Non-Regulated Tree Canopy over Turf Grass,0.019814229,0,0.019814229,0.013375765,0.006438464,0.013375765,11.4362793
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,Non-Regulated Turf Grass,Non-Regulated Turf Grass,0.092546717,0,0.092546717,0.062474459,0.030072258,0.062474459,53.4156624
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,MS4 Roads,MS4 Roads,0.022117042,0,0.022117042,0.014924996,0.007192046,0.014924996,12.76087184
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,MS4 Buildings and Other,MS4 Buildings and Other,0.013437957,0,0.013437957,0.009068186,0.00436977,0.009068186,7.753299355
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,0.001020332,0,0.001020332,0.000688539,0.000331793,0.000688539,0.588701196
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,0.003143436,0,0.003143436,0.002122004,0.001021432,0.002122004,1.814313065
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,0.011058281,0,0.011058281,0.007464987,0.003593294,0.007464987,6.382564057
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,2.500756586,0,2.500756586,1.6875576,0.813198986,1.6875576,1442.861748
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,10.99464192,0,10.99464192,7.419391209,3.575250707,7.419391209,6343.579484
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,1.108011452,0,1.108011452,0.747706938,0.360304514,0.747706938,639.2894319
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,4.025157047,0,4.025157047,2.717216922,1.307940125,2.717216922,2323.220469
DC,11001(cbwsonly),"Washington, DC (CBWS Portion Only)",Other Federal Land,dryponds,Dry Detention Ponds and Hydrodynamic Structures,Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,4.725084106,0,4.725084106,3.189708336,1.535375769,3.189708336,2727.200627
